ages,list_price,num_reviews,piece_count,play_star_rating,review_difficulty,star_rating,theme_name,val_star_rating,country
8,426.9878,43,5923,3.9,1,4.8,9,4.5,2
8,317.1878,99,4002,4.7,1,4.8,9,4.5,2
8,304.9878,64,4163,3.7,1,4.6,9,4.6,2
8,268.3878,228,4295,4.2,1,4.8,9,4.6,2
8,243.9878,53,2670,4.2,1,4.4,9,4.2,2
8,231.7878,91,2464,4.9,1,4.9,9,4.7,2
8,207.3878,115,2382,4.5,1,4.7,9,4.2,2
8,195.1878,202,2469,4.7,1,4.9,9,4.7,2
8,195.1878,177,2262,4.4,1,4.6,9,4.4,2
8,158.5878,53,1686,4.1,0,4.6,9,4.3,2
8,128.0878,66,1167,4.5,0,4.9,9,4.7,2
8,121.9878,337,1334,4.3,1,4.7,9,4.5,2
8,121.9878,134,1077,4.4,0,4.7,9,4.5,2
5,97.5878,142,898,3.9,0,3.8,9,3.7,2
7,341.5878,19,3444,4.9,1,5,37,4.9,2
29,158.5878,13,955,4.1,0,3.7,10,3,2
23,67.0878,6,622,5,0,5,10,4.8,2
23,67.0878,5,425,3.2,0,3.2,37,2.6,2
23,54.8878,5,406,5,0,4.8,10,4.8,2
23,54.8878,12,293,4.9,0,4.8,37,4.6,2
19,48.7878,6,271,4.5,2,4.8,10,4.5,2
23,48.7878,5,267,3.6,2,3.2,37,3.4,2
19,36.5878,9,197,3.9,2,4.2,10,3.9,2
13,36.5878,1,151,5,2,5,21,5,2
23,36.5878,2,198,4,5,4.5,37,4,2
19,36.5878,1,199,5,0,5,10,5,2
0,12.1878,5,143,4.6,2,5,4,5,2
0,12.1878,3,122,2.7,4,4,4,3,2
0,12.1878,2,108,3.5,2,5,4,4,2
0,12.1878,1,135,1,4,4,4,3,2
26,109.7878,9,643,4.4,0,4.8,37,3.5,2
0,24.3878,0,209,0,5,0,4,0,2
23,54.8878,5,259,4.8,0,4.2,12,3.6,2
23,54.8878,2,156,4.5,2,4.5,12,3.5,2
23,36.5878,6,76,4.2,2,4.5,12,3.4,2
23,36.5878,4,102,4.8,4,4.5,12,4,2
23,30.4878,4,119,5,2,5,12,4.3,2
23,30.4878,3,96,5,2,4.7,12,4,2
23,30.4878,0,93,0,5,0,12,0,2
23,30.4878,2,105,3.5,2,4,12,3.5,2
23,18.2878,1,56,5,2,5,12,5,2
23,18.2878,1,57,5,0,5,12,5,2
23,18.2878,1,56,4,2,5,12,5,2
23,18.2878,3,73,3.7,2,4.3,12,4,2
23,18.2878,8,45,3.6,2,4,12,3.5,2
23,18.2878,0,56,0,5,0,12,0,2
23,18.2878,3,55,4,2,4,12,3.7,2
23,18.2878,7,38,4.1,2,4.3,12,3.7,2
8,426.9878,171,4080,4.5,1,4.7,15,4.5,2
7,268.3878,52,2294,3.3,0,4.5,15,4.3,2
19,103.6878,3,585,4.3,1,4.3,15,3.3,2
19,91.4878,5,701,4,0,4,15,3.8,2
19,67.0878,3,380,4.3,0,4.3,15,3.3,2
19,54.8878,3,307,4.7,2,4.7,15,4.7,2
19,54.8878,4,350,4.3,0,4.8,15,4.3,2
19,54.8878,3,322,4.7,2,4.3,15,4.3,2
13,48.7878,2,191,5,0,5,21,4.5,2
16,42.6878,2,222,5,0,5,15,4.5,2
13,30.4878,2,116,5,2,4.5,21,5,2
13,30.4878,3,94,4.7,0,4.7,21,4.7,2
16,24.3878,0,125,0,5,0,15,0,2
16,21.9478,1,104,5,0,5,15,5,2
13,21.9478,2,95,2.5,2,3,21,3,2
13,12.1878,8,47,3.9,4,4,21,3.9,2
13,12.1878,3,62,4.3,2,4.7,21,5,2
13,12.1878,1,75,5,5,5,21,5,2
13,12.1878,3,59,4.3,2,5,21,4.3,2
18,12.1878,1,115,4,2,5,15,4,2
18,12.1878,1,80,5,2,5,15,5,2
11,36.5878,0,22,0,5,0,13,0,2
11,24.3878,1,24,0,5,5,13,0,2
11,146.3878,22,134,4.6,0,4.1,13,3.7,2
11,121.9878,8,163,4.9,2,5,13,4.8,2
11,97.5878,1,106,4,2,5,13,4,2
11,73.1878,1,67,5,0,5,13,5,2
11,73.1878,0,98,0,5,0,13,0,2
11,73.1878,0,104,0,5,0,13,0,2
11,60.9878,11,52,4.9,2,4.7,13,4.4,2
11,60.9878,0,61,0,5,0,13,0,2
11,60.9878,3,28,5,2,5,13,4.5,2
11,60.9878,0,71,0,5,0,13,0,2
11,48.7878,0,69,0,5,0,13,0,2
11,48.7878,0,70,0,5,0,13,0,2
11,42.6878,3,48,5,4,5,13,5,2
11,42.6878,0,120,0,5,0,13,0,2
11,36.5878,2,57,5,0,5,13,5,2
11,36.5878,1,31,5,2,5,13,4,2
11,36.5878,3,28,4.3,0,4.3,13,3.3,2
9,36.5878,0,34,0,5,0,13,0,2
11,36.5878,0,38,0,5,0,13,0,2
11,36.5878,0,59,0,5,0,13,0,2
11,36.5878,1,37,5,4,5,13,5,2
10,36.5878,4,65,4.8,4,5,13,4,2
11,32.9278,2,26,5,4,5,13,5,2
11,32.9278,4,24,5,2,4.8,13,4.7,2
9,30.4878,6,24,2.2,0,2.2,13,3.2,2
11,30.4878,0,32,0,5,0,13,0,2
10,30.4878,0,70,0,5,0,13,0,2
11,30.4878,0,29,0,5,0,13,0,2
9,24.3878,5,23,5,2,5,13,4.8,2
11,24.3878,2,26,5,0,5,13,5,2
10,24.3878,6,36,4.8,2,5,13,4.7,2
11,24.3878,2,39,5,0,5,13,5,2
11,24.3878,0,26,0,5,0,13,0,2
11,24.3878,1,23,5,2,5,13,5,2
10,24.3878,0,29,0,5,0,13,0,2
11,24.3878,1,19,3,5,4,13,4,2
9,24.3878,0,28,0,5,0,13,0,2
11,18.2878,0,15,0,5,0,13,0,2
11,18.2878,0,19,0,5,0,13,0,2
11,18.2878,1,15,3,2,4,13,3,2
9,18.2878,0,41,0,5,0,13,0,2
10,18.2878,15,1,4.4,2,4,13,3.3,2
11,12.1878,0,16,0,5,0,13,0,2
11,12.1878,2,15,5,4,5,13,5,2
9,12.1878,0,18,0,5,0,13,0,2
9,6.0878,0,6,0,5,0,13,0,2
9,6.0878,0,6,0,5,0,13,0,2
9,6.0878,0,6,0,5,0,13,0,2
28,79.2878,2,646,5,5,4.5,16,3,2
25,54.8878,2,451,4.5,0,5,16,4.5,2
25,42.6878,2,360,4,0,4,16,3.5,2
22,32.9278,2,205,5,0,5,16,5,2
22,18.2878,2,149,5,2,5,16,5,2
25,97.5878,1,695,0,5,5,16,0,2
25,60.9878,6,460,4.5,0,4.3,16,4.2,2
25,42.6878,8,339,4.3,0,4.3,16,4.4,2
22,24.3878,2,145,5,0,5,16,3.5,2
22,121.9878,4,871,5,0,4.8,17,4,2
25,121.9878,17,1124,4.8,0,4.8,17,4.5,2
19,91.4878,8,622,4.6,0,4.1,17,3.3,2
22,91.4878,2,603,5,1,4.5,17,5,2
19,91.4878,8,722,4.6,0,4,17,4,2
19,85.3878,5,575,5,0,5,17,5,2
22,73.1878,0,488,0,5,0,17,0,2
25,73.1878,3,585,3.3,0,3.7,17,3.7,2
19,60.9878,6,589,4.8,2,4.5,17,4,2
22,54.8878,4,402,5,0,5,17,4.5,2
19,54.8878,0,370,0,5,0,17,0,2
19,54.8878,3,326,4,1,3.7,17,3,2
19,48.7878,1,460,4,0,4,17,1,2
19,42.6878,2,351,5,1,5,17,5,2
19,36.5878,3,378,4.7,0,2.7,17,3.3,2
19,36.5878,1,229,5,0,5,17,5,2
19,36.5878,2,307,5,0,4.5,17,4.5,2
19,36.5878,1,309,5,2,5,17,5,2
19,36.5878,7,289,3.8,2,4.1,17,3.7,2
19,30.4878,3,246,5,2,4,17,4,2
19,24.3878,1,223,5,5,5,17,5,2
19,24.3878,0,210,0,5,0,17,0,2
13,24.3878,0,115,0,5,0,21,0,2
19,24.3878,4,186,5,2,4.5,17,4.8,2
19,18.2878,1,163,5,2,4,17,2,2
19,18.2878,0,119,0,5,0,17,0,2
18,15.8478,2,249,5,0,5,17,5,2
13,12.1878,2,67,5,4,5,21,4,2
19,12.1878,2,95,4.5,2,5,17,5,2
19,12.1878,3,86,2.3,0,3,17,2.7,2
8,487.9878,130,4634,4.7,1,4.8,18,4.7,2
5,91.4878,83,962,3.7,0,4.5,19,4.2,2
5,195.1878,79,2049,4.8,0,5,19,4.7,2
7,158.5878,367,1969,4.6,1,4.9,19,4.9,2
27,67.0878,23,496,3.6,2,3.3,19,2.7,2
0,32.9278,33,231,4.4,2,4.6,19,4.5,2
0,48.7878,31,230,4.1,2,4.4,19,3.7,2
13,67.0878,0,150,0,5,0,21,0,2
13,36.5878,0,85,0,5,0,21,0,2
13,36.5878,0,149,0,5,0,21,0,2
13,30.4878,0,84,0,5,0,21,0,2
13,30.4878,1,95,5,4,5,21,4,2
17,60.9878,1,266,5,1,5,21,5,2
13,48.7878,2,191,5,0,5,21,4.5,2
13,36.5878,1,151,5,2,5,21,5,2
13,36.5878,2,175,5,5,5,21,4,2
13,30.4878,2,116,5,2,4.5,21,5,2
13,30.4878,3,94,4.7,0,4.7,21,4.7,2
13,30.4878,1,125,5,5,4,21,4,2
13,24.3878,0,115,0,5,0,21,0,2
13,24.3878,2,100,5,2,5,21,4.5,2
13,24.3878,0,115,0,5,0,21,0,2
13,24.3878,1,110,0,2,4,21,0,2
13,24.3878,0,131,0,5,0,21,0,2
13,21.9478,2,95,2.5,2,3,21,3,2
13,21.9478,2,108,4.5,2,4.5,21,4,2
13,18.2878,2,63,4,2,4.5,21,4,2
13,18.2878,2,67,5,0,5,21,5,2
13,12.1878,2,67,5,4,5,21,4,2
13,12.1878,8,47,3.9,4,4,21,3.9,2
13,12.1878,3,62,4.3,2,4.7,21,5,2
13,12.1878,1,75,5,5,5,21,5,2
13,12.1878,3,59,4.3,2,5,21,4.3,2
13,12.1878,0,73,0,5,0,21,0,2
13,42.6878,1,178,5,4,5,21,4,2
25,170.7878,3,1019,5,2,5,20,4.3,2
22,109.7878,2,577,5,0,5,5,4,2
22,97.5878,0,609,0,5,0,36,0,2
19,67.0878,4,360,4.8,0,5,22,4.3,2
22,67.0878,2,289,3,2,3.5,14,2.5,2
13,67.0878,0,150,0,5,0,21,0,2
22,67.0878,0,397,0,5,0,3,0,2
19,54.8878,2,222,4.5,0,5,35,4.5,2
13,36.5878,0,85,0,5,0,21,0,2
11,36.5878,0,22,0,5,0,13,0,2
19,32.9278,3,126,4.3,2,4.7,31,3.7,2
13,30.4878,0,84,0,5,0,21,0,2
0,24.3878,2,234,3,2,5,4,4,2
11,24.3878,1,24,0,5,5,13,0,2
7,170.7878,54,1363,3.3,0,3.9,25,4,2
26,134.1878,8,1004,4.9,0,5,25,4.9,2
26,109.7878,19,674,4.8,0,4.6,25,4.2,2
23,54.8878,3,416,3.7,0,4,25,3.7,2
23,48.7878,13,375,4.7,2,4.8,25,4.7,2
19,36.5878,10,223,4.4,2,4.4,25,4.9,2
19,21.9478,13,124,4.2,2,4.8,25,4.8,2
0,12.1878,3,101,4,0,4.7,4,4.5,2
0,12.1878,2,105,3,2,5,4,5,2
0,12.1878,1,113,5,2,5,4,5,2
0,12.1878,1,136,0,5,5,4,0,2
23,85.3878,6,492,4.7,0,4.3,25,4,2
23,85.3878,7,375,4.1,2,3.7,25,2.3,2
23,67.0878,6,400,4.8,2,4.3,25,4.5,2
23,54.8878,23,375,4.4,0,4.6,25,3.9,2
23,48.7878,7,358,4.7,0,4.7,25,4.8,2
23,48.7878,10,377,4.8,2,4.6,25,4.3,2
19,36.5878,9,185,3.9,2,3.9,25,4.2,2
19,36.5878,6,229,4.4,2,4.7,25,5,2
19,36.5878,10,160,3.9,2,3.7,25,3.9,2
11,36.5878,0,38,0,5,0,13,0,2
13,30.4878,1,125,5,5,4,21,4,2
16,12.1878,2,79,3.5,2,3.5,25,3,2
16,12.1878,0,86,0,5,0,25,0,2
16,12.1878,0,89,0,5,0,25,0,2
0,487.9878,38,601,4.4,1,4.3,24,3.7,2
3,243.9878,1,1,5,0,4,24,3,2
3,134.1878,6,1,4,4,4.3,24,3,2
3,42.6878,0,1,0,5,0,24,0,2
0,42.6878,4,1,3,1,3.5,24,4,2
3,42.6878,1,1,5,4,5,24,5,2
3,42.6878,0,1,0,5,0,24,0,2
0,42.6878,3,1,5,0,5,24,3.3,2
24,36.5878,2,1,5,4,4,24,2.5,2
3,36.5878,2,1,5,5,5,24,5,2
3,24.3878,0,1,0,5,0,24,0,2
3,21.9478,0,7,0,5,0,24,0,2
5,329.3878,11,2863,4.3,1,4.5,26,4.2,2
24,146.3878,2,1122,5,2,5,26,4,2
24,121.9878,7,729,4,0,4.1,26,3.7,2
24,91.4878,1,717,5,1,5,26,5,2
24,79.2878,4,549,4.7,2,4.8,26,4.3,2
24,67.0878,1,470,5,0,5,26,5,2
24,54.8878,0,278,0,5,0,26,0,2
24,54.8878,6,387,4.2,2,4.7,26,4.2,2
24,30.4878,16,208,4.4,2,4.6,26,4.4,2
23,28.0478,4,198,4.5,0,4.5,26,5,2
23,28.0478,2,241,5,0,5,26,4.5,2
24,24.3878,5,247,5,0,4.6,26,4.8,2
20,20.7278,0,84,0,5,0,26,0,2
20,20.7278,4,69,5,2,4.3,26,2.7,2
16,54.8878,10,169,4.3,4,4.1,6,3.6,2
15,4.8678,13,8,4.3,4,4.8,27,4,2
15,4.8678,15,7,4.8,4,4.5,27,4.4,2
29,170.7878,5,1426,2,1,2.6,28,1.8,2
26,85.3878,3,604,4.3,1,4,28,4,2
26,67.0878,0,569,0,5,0,28,0,2
26,54.8878,3,506,5,0,5,28,5,2
26,42.6878,0,369,0,5,0,28,0,2
23,24.3878,1,191,4,2,5,28,3,2
23,24.3878,0,217,0,5,0,28,0,2
8,402.5878,88,4867,4.8,1,4.9,38,4.8,2
29,207.3878,52,2295,4.7,1,4.9,38,4.8,2
29,134.1878,15,1403,4.5,0,4.8,38,4.8,2
29,109.7878,9,830,4.6,0,4.9,38,4.8,2
29,109.7878,6,914,4.8,0,4.8,38,4.7,2
29,109.7878,11,1202,4.7,0,4.5,38,4.4,2
29,97.5878,19,944,3.6,0,4.2,38,4.6,2
26,91.4878,6,765,3.8,0,4.2,29,4.2,2
26,85.3878,8,747,4.3,0,4.5,38,4.5,2
29,85.3878,8,876,4.7,0,5,38,4.6,2
26,67.0878,2,556,4.5,0,4,29,4.5,2
26,67.0878,7,521,4.7,0,4.3,38,5,2
26,67.0878,29,544,4.6,0,4.7,38,4.5,2
26,54.8878,21,494,4.6,0,4.5,38,4.8,2
26,54.8878,0,530,0,5,0,29,0,2
29,54.8878,4,552,4.3,1,4.8,29,4.3,2
23,42.6878,3,308,5,0,4.7,29,4.3,2
23,42.6878,10,312,3.5,2,4,38,3.6,2
26,42.6878,8,341,4.2,0,4.6,38,4.5,2
23,42.6878,6,341,4.4,2,4.3,38,4.2,2
23,24.3878,3,257,5,0,5,29,5,2
23,24.3878,8,217,4.1,2,3.6,38,4.1,2
23,24.3878,18,233,4.6,2,4.6,38,4.5,2
13,24.3878,0,131,0,5,0,21,0,2
23,18.2878,8,45,3.6,2,4,12,3.5,2
20,12.1878,1,48,5,4,5,38,5,2
20,12.1878,0,61,0,5,0,29,0,2
20,12.1878,1,68,4,4,4,29,3,2
20,12.1878,2,73,5,2,5,29,3.5,2
20,12.1878,0,69,0,5,0,29,0,2
20,12.1878,11,109,4.5,2,4.7,38,4.8,2
20,12.1878,0,69,0,5,0,29,0,2
7,280.5878,61,2028,4.6,1,4.8,29,4.3,2
18,853.9878,7,2631,4.7,2,4.6,32,3.6,2
18,683.1878,8,2455,3.7,0,3.4,32,2.9,2
18,439.1878,2,4900,5,2,5,32,5,2
18,32.9278,10,219,3.9,2,3.9,32,3.3,2
26,134.1878,2,841,5,0,5,33,4.5,2
23,54.8878,4,391,5,0,4.8,33,4.8,2
23,21.9478,9,183,4.8,2,4.9,33,4.8,2
23,21.9478,3,179,5,2,5,33,5,2
23,21.9478,13,203,4.5,0,4.5,33,4.5,2
23,21.9478,3,163,5,2,5,33,5,2
26,134.1878,8,941,4.6,0,4.6,33,4.3,2
23,48.7878,12,366,4.5,2,4.8,33,4.4,2
23,21.9478,12,196,4.5,2,4.6,33,4.4,2
23,21.9478,10,161,4.7,2,4.9,33,4.7,2
23,21.9478,11,184,4.8,2,4.7,33,4.7,2
23,21.9478,19,181,4.7,2,4.9,33,4.8,2
29,219.5878,6,1413,4.3,0,4.3,34,3.7,2
29,97.5878,7,519,5,0,4.7,34,3.7,2
25,67.0878,2,464,4,2,4.5,34,3.5,2
22,42.6878,4,345,4.5,2,4.8,34,4.3,2
26,42.6878,0,104,0,5,0,34,0,2
23,36.5878,3,101,3.5,2,4.7,34,4.3,2
26,36.5878,0,101,0,5,0,34,0,2
0,12.1878,1,149,2,4,3,4,4,2
0,12.1878,1,141,2,4,4,4,4,2
7,609.9878,85,4016,4.5,1,3.9,34,3.5,2
7,280.5878,87,1703,3.3,1,4.3,34,4.1,2
7,243.9878,201,1996,3.9,1,4.8,34,4.5,2
29,195.1878,31,1416,4.6,0,4.8,34,4.4,2
29,182.9878,34,1376,4,1,4.3,34,3.8,2
29,146.3878,15,825,4.7,0,4.7,34,4.3,2
29,146.3878,23,780,4.7,0,4.6,34,4,2
2,134.1878,79,1106,4.6,0,4.8,34,4.6,2
29,134.1878,39,863,4.2,0,4.4,34,4.4,2
26,121.9878,5,775,4.8,1,4.8,34,4.4,2
26,109.7878,22,630,4.5,0,4.6,34,3.9,2
26,109.7878,71,717,4.7,0,4.7,34,4.1,2
26,109.7878,56,659,4.6,0,4.6,34,3.9,2
29,109.7878,4,746,4.5,2,4.3,34,4,2
26,109.7878,3,836,5,0,4.7,34,3.7,2
26,97.5878,51,691,4.8,0,4.7,34,4.4,2
26,97.5878,6,557,4.2,1,4.3,34,4.4,2
29,85.3878,9,554,3.9,1,4,34,3.8,2
26,85.3878,12,457,4.4,2,4.3,34,3.6,2
26,79.2878,37,370,2.2,2,1.8,34,1.8,2
26,73.1878,14,376,4,2,3.5,34,3.3,2
1,73.1878,11,452,4.2,1,4.5,34,4.4,2
22,60.9878,13,278,4.9,2,4.5,34,4.2,2
29,54.8878,6,168,4.6,0,5,34,4,2
22,54.8878,27,277,4.6,2,4.6,34,4.1,2
26,54.8878,14,294,4.6,2,4.7,34,3.7,2
22,42.6878,25,241,4.1,2,4.5,34,4.1,2
22,42.6878,38,282,4.5,2,4.7,34,4.7,2
26,42.6878,4,144,4.8,0,4.8,34,4,2
25,42.6878,37,262,4.3,2,4.5,34,4.3,2
22,42.6878,19,157,3.4,2,2.6,34,1.9,2
26,42.6878,27,305,4.6,2,4.6,34,4.4,2
22,42.6878,32,208,4.4,2,4.4,34,4.4,2
26,42.6878,5,179,4.3,0,3.6,34,3.4,2
22,36.5878,27,149,4.3,2,4.5,34,4.3,2
26,36.5878,7,92,4.1,2,4.7,34,3.9,2
26,36.5878,12,86,4.4,2,4.5,34,4.4,2
26,36.5878,3,85,4.7,2,4.7,34,4.7,2
23,36.5878,3,100,3.3,4,4,34,4,2
19,24.3878,3,188,4,2,4.3,34,4,2
19,24.3878,4,216,4.5,2,4.5,34,4.5,2
26,24.3878,1,94,4,2,4,34,4,2
19,21.9478,14,97,4.2,2,4.1,34,4.1,2
19,21.9478,15,108,3.8,4,4.1,34,3.9,2
19,21.9478,40,125,4.5,4,4.7,34,4.8,2
19,21.9478,26,117,4.3,4,4.7,34,4.2,2
19,12.1878,9,92,4.7,2,4.7,34,4.7,2
19,12.1878,3,91,4.7,2,4.3,34,4,2
19,12.1878,6,109,4.8,2,4.8,34,4.8,2
19,12.1878,4,88,4.3,2,4.5,34,4.5,2
0,12.1878,5,130,4.3,2,5,4,4.8,2
0,12.1878,3,119,4.5,2,5,4,4.5,2
22,42.6878,8,229,4.4,2,4.6,34,4.3,2
19,21.9478,6,102,4.2,4,4.2,34,4.3,2
19,21.9478,6,99,4.6,4,5,34,4.4,2
26,67.0878,24,358,4.7,2,4.6,34,3.7,2
7,280.5878,0,1966,0,5,0,34,0,2
8,1035.78,198,7541,4,1,4.8,34,4.4,2
8,402.5878,143,2704,4.2,1,4.7,39,4.3,2
4,329.3878,45,1862,3.7,1,3.5,39,2.9,2
6,280.5878,75,3929,3.9,1,4.6,39,4.6,2
4,207.3878,22,2595,4.5,0,4.7,39,4.7,2
4,170.7878,19,2382,4.5,0,4.9,39,4.7,2
2,158.5878,7,1151,4,1,4.9,39,4.7,2
2,121.9878,14,1327,4.6,1,4.6,39,4.8,2
2,121.9878,8,1005,4.1,0,4.4,39,4.1,2
2,109.7878,12,1098,4,0,4.8,39,4.6,2
30,97.5878,28,370,4.6,2,4.5,39,4.2,2
30,91.4878,5,1020,3.8,0,4.2,39,4.2,2
2,67.0878,12,603,4.2,0,4.7,39,4.4,2
26,67.0878,8,631,4.7,2,4.8,39,4.3,2
30,54.8878,1,513,5,2,5,39,4,2
30,48.7878,57,10,4.6,2,4.5,30,3.9,2
26,42.6878,5,330,4,0,4.8,39,4.2,2
26,30.4878,10,365,4.6,2,4.8,39,4.6,2
23,24.3878,1,135,5,5,5,39,5,2
23,24.3878,2,139,4.5,2,4,39,3.5,2
23,24.3878,7,142,4.4,2,4.7,39,4.6,2
23,24.3878,2,140,4.5,2,4,39,4,2
26,21.9478,9,199,4.3,2,4.7,39,4.8,2
26,21.9478,2,171,5,1,5,39,5,2
23,12.1878,2,176,4.5,2,4.5,39,4.5,2
7,341.5878,19,3444,4.9,1,5,37,4.9,2
6,195.1878,20,1628,3.5,0,3.8,37,3.3,2
2,170.7878,18,1456,4.6,0,4.6,37,4.6,2
26,134.1878,23,1047,4.7,0,4.7,37,4.3,2
29,121.9878,4,1053,4,0,4,37,3.8,2
26,85.3878,20,581,4.6,0,4.8,37,4.3,2
26,67.0878,19,433,4.4,0,4.7,37,4.2,2
23,67.0878,5,425,3.2,0,3.2,37,2.6,2
26,67.0878,6,366,3.7,0,4,37,3,2
23,54.8878,12,293,4.9,0,4.8,37,4.6,2
23,54.8878,2,156,4.5,2,4.5,12,3.5,2
26,48.7878,24,305,4.5,2,4.8,37,4.4,2
23,48.7878,18,254,4.2,2,4.2,37,4.4,2
23,48.7878,5,267,3.6,2,3.2,37,3.4,2
23,36.5878,2,198,4,5,4.5,37,4,2
23,36.5878,8,204,4.1,0,4.4,37,4.1,2
23,36.5878,19,201,4.1,2,4.6,37,4.4,2
19,21.9478,7,141,4,2,4.1,37,4.4,2
19,21.9478,18,124,4.5,2,4.7,37,4.6,2
23,18.2878,1,57,5,0,5,12,5,2
15,4.8678,13,8,4.3,4,4.8,27,4,2
26,109.7878,9,643,4.4,0,4.8,37,3.5,2
8,402.5878,88,4867,4.8,1,4.9,38,4.8,2
29,207.3878,52,2295,4.7,1,4.9,38,4.8,2
29,134.1878,15,1403,4.5,0,4.8,38,4.8,2
29,109.7878,9,830,4.6,0,4.9,38,4.8,2
29,109.7878,6,914,4.8,0,4.8,38,4.7,2
29,109.7878,11,1202,4.7,0,4.5,38,4.4,2
29,97.5878,19,944,3.6,0,4.2,38,4.6,2
26,85.3878,8,747,4.3,0,4.5,38,4.5,2
29,85.3878,8,876,4.7,0,5,38,4.6,2
26,67.0878,7,521,4.7,0,4.3,38,5,2
26,67.0878,29,544,4.6,0,4.7,38,4.5,2
26,54.8878,21,494,4.6,0,4.5,38,4.8,2
23,42.6878,10,312,3.5,2,4,38,3.6,2
26,42.6878,8,341,4.2,0,4.6,38,4.5,2
23,42.6878,6,341,4.4,2,4.3,38,4.2,2
23,24.3878,8,217,4.1,2,3.6,38,4.1,2
23,24.3878,18,233,4.6,2,4.6,38,4.5,2
20,12.1878,1,48,5,4,5,38,5,2
20,12.1878,11,109,4.5,2,4.7,38,4.8,2
19,31.1922,2,277,4,0,4.5,0,4,3
19,19.4922,2,168,4,2,5,0,4,3
19,12.4722,11,74,4.3,2,4.3,0,4.1,3
5,101.3922,23,1032,3.6,0,4.6,1,4.3,3
5,77.9922,14,744,3.2,1,4.6,1,4.1,3
5,62.3922,7,597,3.7,0,4.9,1,4.4,3
5,58.4922,37,598,3.7,0,4.2,1,4.1,3
5,54.5922,24,780,4.4,0,4.7,1,4.3,3
5,38.9922,23,468,3.6,0,4.7,1,4.1,3
5,38.9922,14,386,4.1,0,4.4,1,3.6,3
5,38.9922,11,444,3.6,0,4.8,1,4.5,3
5,35.0922,53,321,3.2,0,4.6,1,4.4,3
5,31.1922,7,361,4.2,2,4.6,1,4.2,3
22,155.9922,63,847,3.8,0,3.4,2,3.5,3
0,31.1922,13,708,4.7,0,4.8,4,4.8,3
0,19.4922,1,234,3,2,5,4,5,3
0,19.4922,1,160,5,4,5,4,5,3
0,10.1322,1,149,2,4,3,4,4,3
0,10.1322,1,141,2,4,4,4,4,3
0,10.1322,3,101,4,0,4.7,4,4.5,3
0,10.1322,2,105,3,2,5,4,5,3
0,10.1322,1,113,5,2,5,4,5,3
0,10.1322,1,136,0,5,5,4,0,3
0,10.1322,5,143,4.6,2,5,4,5,3
0,10.1322,3,122,2.7,4,4,4,3,3
0,10.1322,5,130,4.3,2,5,4,4.8,3
0,10.1322,3,119,4.5,2,5,4,4.5,3
0,10.1322,2,91,3,2,4.5,4,4,3
0,10.1322,2,108,3.5,2,5,4,4,3
0,10.1322,1,135,1,4,4,4,3,3
0,9.3522,7,140,3.2,2,4.9,4,4.7,3
0,19.4922,1,240,3,2,5,4,5,3
0,19.4922,0,209,0,5,0,4,0,3
0,9.3522,4,126,2,2,5,4,4.5,3
0,10.1322,7,102,4,2,5,4,4.7,3
0,10.1322,5,89,3.2,4,4.4,4,4,3
0,10.1322,6,118,3.3,4,5,4,4.7,3
0,10.1322,3,127,3.5,4,4.7,4,4.7,3
0,10.1322,11,91,3.8,4,4.9,4,4.7,3
0,10.1322,8,96,4,2,4.9,4,4.4,3
0,10.1322,9,109,3.6,2,4.8,4,4.6,3
0,10.1322,8,93,3.9,2,4.6,4,4.1,3
0,10.1322,10,139,4.2,2,4.8,4,4.7,3
0,10.1322,2,116,5,0,5,4,5,3
0,10.1322,12,151,3.3,2,4.8,4,4.7,3
0,10.1322,10,101,4.3,4,4.8,4,4.9,3
0,10.1322,4,143,3.5,2,4.8,4,4.8,3
0,10.1322,9,99,3.5,2,4.3,4,4.6,3
19,179.3922,35,888,4.7,0,4.4,6,3.8,3
25,140.3922,1,1250,5,0,5,6,4,3
19,132.5922,45,610,4.4,0,4.4,6,4,3
25,116.9922,6,813,4.5,0,4.3,6,4,3
19,116.9922,3,792,3.3,0,3.7,6,3.3,3
19,101.3922,10,894,4.2,2,4.7,6,4,3
19,101.3922,16,919,4.5,0,4.6,6,4.6,3
22,101.3922,1,883,5,5,5,6,5,3
19,85.7922,8,663,4.4,0,4.6,6,4,3
19,77.9922,4,740,5,0,5,6,4.3,3
16,70.1922,9,561,3.9,2,3.3,6,3.6,3
16,62.3922,2,303,4.5,0,4,6,2.5,3
22,58.4922,3,426,4.7,0,5,6,4.7,3
19,58.4922,8,415,4.4,1,4.4,6,4,3
16,50.6922,0,387,0,5,0,6,0,3
16,50.6922,1,294,4,0,5,6,4,3
19,46.7922,10,374,3.9,2,4,6,3.3,3
16,46.7922,16,337,3.6,2,3.3,6,2.7,3
16,38.9922,10,169,4.3,4,4.1,6,3.6,3
16,38.9922,8,257,4.2,0,3.9,6,3.8,3
16,38.9922,0,297,0,5,0,6,0,3
16,35.0922,14,294,4.2,0,4.2,6,4.1,3
16,35.0922,2,347,4.5,4,5,6,5,3
19,35.0922,5,378,4.8,2,4.8,6,4.6,3
16,31.1922,7,344,5,2,5,6,5,3
16,31.1922,7,310,4.4,2,4.7,6,4.7,3
16,23.3922,11,214,4.5,2,4.5,6,4.1,3
16,23.3922,3,141,4.3,2,4.3,6,4.7,3
